state,City,share_white,share_black,share_native_american,share_asian,share_hispanic
PA,Delta borough,95.7,1.5,0.3,0.4,1.4
PA,Denver borough,94.4,0.8,0.3,1.5,4.2
PA,Derry borough,98.2,0.6,0.1,0.3,0.8
PA,DeSales University,93.8,2.9,0.0,0.6,3.7
PA,Devon,92.5,1.1,0.0,4.4,2.1
PA,Dewart,97.8,0.7,0.0,0.3,1.3
PA,Dickson City borough,95.9,1.0,0.1,0.7,3.8
PA,Dicksonville,99.1,0.2,0.0,0.0,0.6
PA,Dillsburg borough,95.6,0.9,0.2,1.1,1.7
PA,Donaldson,99.7,0.0,0.3,0.0,0.3
PA,Donegal borough,99.2,0.0,0.0,0.8,0.0
PA,Donora borough,79.7,15.1,0.1,0.4,3.1
PA,Dormont borough,94.2,2.1,0.1,1.5,2.5
PA,Dorneyville,91.8,2.6,0.0,3.2,3.6
PA,Douglassville,93.1,1.3,0.0,2.0,5.1
PA,Dover borough,94.4,2.0,0.1,0.5,2.5
PA,Downingtown borough,79.3,12.0,0.1,2.7,7.2
PA,Doylestown borough,94.8,1.3,0.1,1.9,2.0
PA,Dravosburg borough,94.4,3.0,0.7,0.3,1.1
PA,Drexel Hill,85.5,7.7,0.1,4.3,2.6
PA,Driftwood borough,94.0,1.5,0.0,0.0,0.0
PA,Dry Tavern,97.8,0.3,0.0,0.7,1.0
PA,Dryville,97.7,0.0,0.3,0.0,2.5
PA,Dublin borough,90.5,1.4,0.1,2.0,8.9
PA,DuBois,97.0,0.6,0.1,0.9,1.2
PA,Duboistown borough,98.7,0.1,0.1,0.4,0.8
PA,Dudley borough,99.5,0.5,0.0,0.0,0.0
PA,Dunbar borough,98.2,0.6,0.1,0.3,0.9
PA,Duncannon borough,97.2,0.9,0.1,0.3,2.4
PA,Duncansville borough,97.9,0.2,0.0,1.0,0.4
PA,Dunlevy borough,97.6,1.3,0.0,0.0,0.0
PA,Dunlo,99.1,0.3,0.0,0.3,0.3
PA,Dunmore borough,95.2,1.1,0.1,1.8,2.3
PA,Dunnstown,98.5,1.0,0.0,0.1,0.9
PA,Dupont borough,97.9,0.5,0.2,0.6,1.1
PA,Duquesne,39.6,55.3,0.2,0.4,2.3
PA,Duryea borough,97.8,0.4,0.1,0.7,1.9
PA,Dushore borough,98.8,0.0,0.3,0.0,0.5
PA,Eagle Lake,100.0,0.0,0.0,0.0,0.0
PA,Eagles Mere borough,99.2,0.0,0.0,0.8,0.8
PA,Eagleview,94.8,1.6,0.0,2.6,1.8
PA,Eagleville,99.4,0.0,0.0,0.0,1.5
PA,Eagleville,68.8,22.4,0.1,5.5,4.1
PA,Earlston,99.3,0.4,0.0,0.1,0.3
PA,East Bangor borough,96.8,0.1,0.0,0.3,5.5
PA,East Berlin borough,96.2,0.7,0.1,0.7,2.6
PA,East Berwick,96.5,0.2,0.1,0.6,3.4
PA,East Brady borough,98.7,0.1,0.1,0.0,0.6
PA,East Butler borough,97.0,0.4,0.0,0.0,1.0
PA,East Conemaugh borough,94.2,4.3,0.2,0.0,1.8
PA,East Earl,96.4,0.7,0.2,1.3,2.8
PA,East Freedom,96.1,1.6,0.0,0.3,0.6
PA,East Greenville borough,93.7,2.3,0.1,1.0,3.3
PA,East Lansdowne borough,30.5,55.8,0.1,8.8,4.3
PA,Eastlawn Gardens,95.0,1.1,0.1,1.5,3.1
PA,East McKeesport borough,89.1,7.0,0.0,0.3,1.8
PA,Easton,67.2,16.8,0.4,2.4,19.9
PA,East Petersburg borough,89.9,3.3,0.2,1.2,6.9
PA,East Pittsburgh borough,48.8,45.4,0.1,0.2,2.5
PA,East Prospect borough,96.7,1.2,0.0,0.2,2.5
PA,East Rochester borough,94.5,3.2,0.2,0.0,1.4
PA,East Rutherford,100.0,0.0,0.0,0.0,1.0
PA,East Salem,97.3,0.0,0.5,0.5,2.7
PA,East Side borough,95.6,2.8,0.9,0.0,1.3
PA,East Stroudsburg borough,79.2,11.1,0.2,2.5,11.8
PA,East Uniontown,90.2,6.8,0.2,0.5,0.8
PA,Eastvale borough,97.3,1.8,0.0,0.0,0.4
PA,East Vandergrift borough,95.3,1.9,0.1,0.6,1.0
PA,East Washington borough,90.3,5.3,0.1,1.0,2.0
PA,East York,88.7,4.1,0.2,4.2,3.8
PA,Eau Claire borough,99.4,0.3,0.0,0.0,0.0
PA,Ebensburg borough,98.3,0.5,0.1,0.7,0.5
PA,Economy borough,98.2,0.6,0.1,0.4,0.8
PA,Eddington,94.5,0.4,0.2,2.2,3.8
PA,Eddystone borough,82.7,11.7,0.1,1.3,4.4
PA,Edenborn,51.4,43.2,0.0,0.0,1.0
PA,Edenburg,95.9,1.2,0.0,0.6,1.2
PA,Edgewood borough,85.1,9.3,0.3,2.6,2.7
PA,Edgewood,97.8,0.4,0.1,0.4,1.3
PA,Edgeworth borough,97.1,1.0,0.0,0.7,1.6
PA,Edie,100.0,0.0,0.0,0.0,0.0
PA,Edinboro borough,92.0,4.8,0.2,1.0,1.4
PA,Edwardsville borough,89.1,5.2,0.4,0.8,5.4
PA,Effort,85.4,6.6,0.1,1.9,9.9
PA,Egypt,94.2,1.1,0.0,1.5,3.8
PA,Ehrenfeld borough,100.0,0.0,0.0,0.0,1.8
PA,Eighty Four,98.9,0.6,0.0,0.2,0.3
PA,Elco borough,98.1,0.6,0.0,0.3,0.0
PA,Elderton borough,95.2,0.0,0.0,0.0,1.7
PA,Eldred borough,96.5,0.1,0.1,0.2,2.4
PA,Elgin borough,99.5,0.5,0.0,0.0,0.0
PA,Elim,95.7,1.2,0.2,1.5,0.8
PA,Elizabeth borough,92.0,4.9,0.3,0.2,1.3
PA,Elizabethtown borough,94.8,1.2,0.2,1.1,3.3
PA,Elizabethville borough,97.7,0.4,0.0,0.7,0.7
PA,Elkland borough,98.0,0.3,0.2,0.1,0.9
PA,Ellport borough,97.8,0.3,0.0,0.4,1.4
PA,Ellsworth borough,95.9,2.4,0.1,0.0,0.8
PA,Ellwood City borough,97.0,1.1,0.1,0.3,1.3
PA,Elrama,99.3,0.0,0.7,0.0,0.0
PA,Elverson borough,98.1,0.6,0.1,0.5,1.6
PA,Elysburg,98.0,0.5,0.2,0.7,1.0
PA,Emerald Lakes,60.5,24.3,0.7,2.8,24.2
PA,Emigsville,90.8,4.0,0.3,1.1,3.7
PA,Emlenton borough,99.0,0.2,0.0,0.6,0.6
PA,Emmaus borough,93.4,1.6,0.2,1.5,4.7
PA,Emporium borough,98.1,0.5,0.4,0.4,0.6
PA,Emsworth borough,91.8,4.4,0.0,1.7,1.0
PA,Englewood,99.2,0.4,0.0,0.0,0.0
PA,Enhaut,78.3,11.4,0.4,0.4,8.6
PA,Enlow,96.2,1.1,0.0,1.2,0.9
PA,Enola,89.9,3.4,0.3,1.8,4.0
PA,Enon Valley borough,99.7,0.0,0.0,0.0,1.0
PA,Ephrata borough,94.0,1.0,0.2,1.3,5.2
PA,Erie,75.0,16.8,0.3,1.5,6.9
PA,Ernest borough,97.6,1.7,0.0,0.0,2.2
PA,Espy,96.5,1.2,0.0,1.0,1.8
PA,Etna borough,95.7,1.4,0.1,0.7,1.9
PA,Evansburg,82.8,2.7,0.1,12.6,2.5
PA,Evans City borough,98.4,0.4,0.0,0.5,0.8
PA,Everett borough,96.9,1.3,0.1,0.1,1.4
PA,Everson borough,95.5,2.1,0.0,0.5,1.5
PA,Exeter borough,97.2,1.2,0.1,0.5,1.1
PA,Export borough,98.3,0.7,0.0,0.5,0.0
PA,Exton,75.7,4.1,0.2,17.5,1.9
PA,Eyers Grove,99.0,1.0,0.0,0.0,1.0
PA,Factoryville borough,92.5,4.6,0.1,0.7,4.0
PA,Fairchance borough,95.9,2.7,0.2,0.0,0.6
PA,Fairdale,98.9,0.0,0.0,0.3,0.4
PA,Fairfield borough,95.5,2.4,0.0,0.2,2.4
PA,Fairhope,99.0,0.5,0.1,0.2,0.2
PA,Fairless Hills,87.3,3.8,0.1,5.6,3.6
PA,Fairview borough,96.0,2.5,0.0,0.0,0.0
PA,Fairview,97.9,0.6,0.1,0.4,1.7
PA,Fairview-Ferndale,98.6,0.5,0.1,0.0,1.1
PA,Falls Creek borough,98.0,0.4,0.2,0.2,1.0
PA,Fallston borough,94.7,2.6,0.0,0.0,0.8
PA,Falmouth,99.3,0.0,0.2,0.0,1.4
PA,Farmersville,99.1,0.1,0.2,0.0,1.0
PA,Farmington,98.8,0.1,0.0,0.4,0.5
PA,Farrell,45.4,48.8,0.2,0.2,1.4
PA,Fawn Grove borough,99.1,0.0,0.0,0.2,0.4
PA,Fawn Lake Forest,93.4,4.2,0.1,0.5,3.3
PA,Faxon,96.8,1.3,0.1,1.1,0.9
PA,Fayette City borough,97.7,0.2,0.0,1.0,1.5
PA,Fayetteville,91.0,4.1,0.4,0.6,3.7
PA,Feasterville,89.3,3.8,0.1,3.3,4.5
PA,Fellsburg,97.5,0.7,0.0,0.3,1.7
PA,Felton borough,98.8,0.6,0.0,0.0,1.6
PA,Ferndale borough,97.1,1.2,0.1,0.1,1.4
PA,Fernville,97.5,0.2,0.0,1.1,1.4
PA,Fernway,94.5,1.2,0.1,2.5,1.9
PA,Finleyville borough,93.3,4.1,0.0,0.7,2.0
PA,Fivepointville,97.3,0.1,0.0,1.3,2.0
PA,Fleetwood borough,95.8,0.9,0.1,0.8,3.4
PA,Flemington borough,96.6,0.8,0.0,1.4,0.8
PA,Flora Dale,94.7,0.0,0.0,0.0,18.4
PA,Flourtown,90.6,5.3,0.1,2.1,1.8
PA,Flying Hills,93.6,2.8,0.2,2.1,3.7
PA,Folcroft borough,67.1,26.0,0.3,2.9,4.6
PA,Folsom,93.1,3.4,0.1,1.8,1.8
PA,Foot of Ten,98.2,0.4,0.0,0.1,0.4
PA,Force,99.6,0.0,0.0,0.0,1.2
PA,Ford City borough,95.6,2.9,0.1,0.1,1.1
PA,Ford Cliff borough,96.5,0.8,0.0,1.9,0.5
PA,Forest City borough,96.7,0.9,0.1,0.6,1.5
PA,Forest Hills borough,87.7,9.1,0.1,1.2,1.3
PA,Forestville,99.5,0.0,0.0,0.2,0.2
PA,Forksville borough,94.5,2.1,2.8,0.0,0.0
PA,Fort Indiantown Gap,97.9,0.7,0.0,0.0,0.0
PA,Fort Loudon,96.8,0.5,0.1,0.3,2.0
PA,Fort Washington,87.5,4.5,0.1,6.2,1.8
PA,Forty Fort borough,97.0,1.0,0.0,0.8,1.4
PA,Foster Brook,98.1,0.2,0.7,0.6,1.0
PA,Foundryville,96.5,0.0,0.0,0.4,2.0
PA,Fountain Hill borough,81.4,6.6,0.1,0.8,22.5
PA,Fountain Springs,97.1,1.8,0.4,0.0,1.4
PA,Foxburg borough,97.8,0.0,0.0,0.5,1.6
PA,Fox Chapel borough,91.9,0.9,0.1,5.7,1.4
PA,Fox Chase,91.1,3.6,0.1,1.7,5.3
PA,Fox Run,95.7,1.0,0.2,1.8,1.4
PA,Frackville borough,97.6,0.3,0.2,0.9,1.1
PA,Frankfort Springs borough,98.5,0.8,0.0,0.0,0.0
PA,Franklin borough,93.2,4.6,0.0,0.0,0.6
PA,Franklin,93.4,2.7,0.3,0.7,1.3
PA,Franklin Park borough,86.8,1.2,0.1,10.4,1.5
PA,Franklintown borough,95.1,1.4,0.0,0.4,2.5
PA,Fredericksburg,96.6,1.5,0.4,0.3,1.4
PA,Fredericksburg,95.2,1.8,0.0,1.1,2.1
PA,Fredericktown,92.8,5.2,0.2,0.0,1.2
PA,Fredonia borough,97.0,0.0,0.6,0.2,2.0
PA,Freeburg borough,98.8,0.2,0.0,0.2,0.2
PA,Freedom borough,91.8,4.1,0.0,0.6,1.6
PA,Freeland borough,95.8,0.6,0.1,0.5,5.8
PA,Freemansburg borough,70.6,13.6,0.5,0.8,24.0
PA,Freeport borough,96.8,0.6,0.1,0.2,1.1
PA,Friedens,99.6,0.0,0.1,0.1,0.1
PA,Friedensburg,98.4,0.1,0.0,0.2,0.8
PA,Friendsville borough,91.9,6.3,1.8,0.0,0.0
PA,Frizzleburg,96.5,1.0,0.0,0.0,0.8
PA,Frystown,93.4,0.8,0.0,1.6,6.3
PA,Fullerton,75.8,8.6,0.4,5.8,14.6
PA,Galeton borough,97.0,0.9,0.0,0.4,1.0
PA,Gallitzin borough,98.5,0.6,0.0,0.1,1.5
PA,Gap,94.1,1.5,0.1,1.6,2.5
PA,Garden View,96.3,1.4,0.2,0.7,1.0
PA,Gardners,86.0,2.7,0.7,0.0,8.7
PA,Garrett borough,99.8,0.0,0.0,0.0,0.4
PA,Gastonville,97.9,0.6,0.1,0.4,0.9
PA,Geistown borough,97.3,0.5,0.0,1.5,0.7
PA,Geneva,97.2,0.9,0.0,0.0,0.0
PA,Georgetown borough,99.4,0.0,0.0,0.0,0.0
PA,Georgetown,99.7,0.1,0.1,0.1,1.6
PA,Georgetown,96.7,1.1,0.1,0.8,1.5
PA,Gettysburg borough,84.5,5.8,0.3,1.9,10.9
PA,Gibraltar,96.8,0.1,0.6,0.9,2.6
PA,Gibsonia,97.3,0.7,0.2,0.9,1.3
PA,Gilberton borough,97.4,0.0,0.0,0.0,2.9
PA,Gilbertsville,95.7,1.4,0.2,1.1,2.4
PA,Girard borough,97.2,0.7,0.3,0.6,0.7
PA,Girardville borough,97.2,1.2,0.3,0.0,1.6
PA,Glasgow borough,100.0,0.0,0.0,0.0,5.0
PA,Glassport borough,96.2,1.7,0.2,0.2,1.3
PA,Glenburn,95.3,0.6,0.1,1.2,2.7
PA,Glen Campbell borough,98.4,0.0,0.4,0.8,0.4
PA,Glendon borough,79.8,10.5,0.2,4.3,6.1
PA,Glenfield borough,94.6,0.0,1.0,2.4,0.5
PA,Glen Hope borough,100.0,0.0,0.0,0.0,0.0
PA,Glen Lyon,95.1,2.0,0.0,0.2,3.2
PA,Glenolden borough,86.9,8.5,0.1,1.7,2.2
PA,Glen Osborne borough,95.6,1.6,0.0,1.8,0.5
PA,Glen Rock borough,94.6,2.2,0.4,0.3,2.3
PA,Glenshaw,97.7,0.7,0.0,0.7,0.7
PA,Glenside,87.1,7.2,0.2,2.8,2.9
PA,Gold Key Lake,93.2,3.9,0.4,0.4,10.4
PA,Goldsboro borough,96.2,0.8,0.1,0.6,3.4
PA,Goodville,94.2,1.5,0.0,0.6,2.9
PA,Gordon borough,98.4,0.5,0.3,0.0,2.5
PA,Gordonville,95.9,2.2,0.0,0.0,2.0
PA,Gouglersville,96.2,0.9,0.0,0.2,3.1
PA,Gouldsboro,94.9,1.0,0.1,1.3,4.0
PA,Graceton,97.3,1.2,0.0,0.4,0.4
PA,Grampian borough,99.7,0.3,0.0,0.0,0.0
PA,Grantley,92.8,3.9,0.2,1.2,3.9
PA,Granville,97.0,1.6,0.0,0.0,0.0
PA,Grapeville,98.5,0.2,0.2,0.6,1.1
PA,Grassflat,99.4,0.2,0.2,0.0,0.8
PA,Gratz borough,97.0,0.5,0.0,0.9,1.4
PA,Grazierville,96.4,2.9,0.2,0.3,0.0
PA,Great Bend borough,97.7,0.0,0.0,0.4,1.4
PA,Greencastle borough,94.4,2.5,0.2,1.2,1.6
PA,Greenfields,90.0,3.2,0.0,1.4,7.8
PA,Green Hills borough,100.0,0.0,0.0,0.0,0.0
PA,Green Lane borough,97.4,2.0,0.4,0.2,1.0
PA,Greenock,97.9,0.3,0.0,0.4,0.5
PA,Greensboro borough,95.0,1.5,0.4,0.0,1.2
PA,Greensburg,91.3,4.8,0.2,0.8,1.5
PA,Greens Landing,94.7,0.0,0.3,2.0,1.5
PA,Green Tree borough,94.7,1.8,0.1,2.5,1.2
PA,Greenville borough,95.2,1.7,0.1,1.5,1.5
PA,Greenwood,97.6,1.2,0.0,0.6,0.6
PA,Grier City,100.0,0.0,0.0,0.0,0.8
PA,Grill,94.0,1.4,0.3,1.8,4.9
PA,Grindstone,96.8,2.2,0.2,0.2,0.0
PA,Grove City borough,96.0,1.3,0.2,1.4,1.1
PA,Guilford,90.4,2.9,0.0,2.9,5.2
PA,Guys Mills,96.8,0.8,0.0,0.0,0.8
PA,Halfway House,86.3,8.1,0.2,2.8,2.8
PA,Halifax borough,94.9,1.3,0.0,0.2,2.0
PA,Hallam borough,92.5,4.2,0.1,1.1,2.3
PA,Hallstead borough,97.5,0.7,0.4,0.0,1.0
PA,Hamburg borough,96.3,1.2,0.2,0.4,3.0
PA,Hampton,92.2,0.0,0.3,1.4,7.4
PA,Hannasville,95.5,2.3,1.1,0.0,0.6
PA,Hanover borough,91.9,1.2,0.2,1.0,7.3
PA,Harleigh,95.1,0.8,0.4,1.5,3.2
PA,Harleysville,92.0,2.6,0.1,3.5,2.4
PA,Harmonsburg,97.0,0.2,0.2,0.0,1.7
PA,Harmony borough,97.9,0.1,0.0,0.4,1.5
PA,Harrisburg,30.7,52.4,0.5,3.5,18.0
PA,Harrison City,99.3,0.7,0.0,0.0,0.0
PA,Harrisville borough,96.9,1.2,0.1,0.0,1.0
PA,Hartleton borough,98.6,0.0,0.0,0.0,0.0
PA,Hartstown,99.0,0.5,0.0,0.0,0.0
PA,Harveys Lake borough,97.7,0.2,0.1,0.5,0.6
PA,Harwick,99.4,0.2,0.2,0.1,0.8
PA,Hasson Heights,98.1,1.0,0.0,0.5,0.7
PA,Hastings borough,98.8,0.2,0.1,0.2,0.5
PA,Hatboro borough,92.4,2.7,0.3,1.6,4.3
PA,Hatfield borough,66.6,4.1,0.1,23.5,6.8
PA,Haverford College,77.4,5.6,0.2,7.4,7.7
PA,Hawk Run,98.5,0.2,0.2,0.0,0.0
PA,Hawley borough,96.4,0.5,0.0,0.1,5.0
PA,Hawthorn borough,99.8,0.0,0.0,0.0,0.0
PA,Haysville borough,94.3,0.0,0.0,1.4,2.9
PA,Hazleton,69.4,4.0,0.4,0.8,37.3
PA,Hebron,84.8,5.7,0.4,0.5,13.9
PA,Heckscherville,99.1,0.0,0.0,0.0,0.0
PA,Hegins,98.4,0.0,0.0,0.2,1.5
PA,Heidelberg borough,95.9,2.3,0.0,0.4,1.5
PA,Heidlersburg,91.5,0.3,0.4,0.3,12.2
PA,Heilwood,98.9,0.1,0.0,0.0,0.3
PA,Hellertown borough,95.3,1.3,0.1,0.8,4.5
PA,Hemlock Farms,93.5,2.2,0.1,1.0,5.4
PA,Hendersonville,90.8,6.5,0.0,0.0,0.0
PA,Hereford,92.0,0.4,0.1,0.6,4.5
PA,Herminie,98.6,0.6,0.0,0.3,1.6
PA,Hermitage,93.3,3.8,0.1,1.2,1.0
PA,Herndon borough,95.4,3.4,0.3,0.3,0.0
PA,Hershey,83.5,6.2,0.2,6.6,3.4
PA,Hickory,98.5,0.0,0.0,0.1,0.1
PA,Hickory Hills,95.4,1.4,0.5,0.2,4.6
PA,Highland Park,97.5,0.4,0.0,0.9,1.2
PA,Highspire borough,80.5,10.8,0.4,1.2,8.8
PA,Hilldale,97.9,0.0,0.0,0.6,1.4
PA,Hiller,92.6,4.7,0.1,0.3,0.3
PA,Hokendauqua,92.5,2.9,0.1,1.3,6.2
PA,Holiday Pocono,96.0,1.1,0.0,0.2,8.4
PA,Hollidaysburg borough,96.3,1.7,0.1,1.0,0.9
PA,Homeacre-Lyndora,96.7,1.1,0.0,0.7,1.3
PA,Homer City borough,98.1,0.4,0.2,0.2,0.3
PA,Homestead borough,32.8,59.1,0.2,3.0,1.8
PA,Hometown,98.4,0.1,0.0,1.1,0.7
PA,Homewood borough,98.2,0.9,0.0,0.0,0.0
PA,Honesdale borough,96.8,0.9,0.1,0.4,2.8
PA,Honey Brook borough,94.5,1.1,0.0,0.2,3.5
PA,Hookstown borough,95.9,0.7,0.0,0.0,1.4
PA,Hooversville borough,99.5,0.2,0.0,0.0,0.3
PA,Hop Bottom borough,98.5,0.0,0.0,0.0,1.2
PA,Hopeland,95.1,0.9,0.0,1.4,1.8
PA,Hopewell borough,97.8,0.4,0.4,0.0,3.0
PA,Hopwood,97.7,0.8,0.0,0.8,0.5
PA,Horsham,86.5,4.7,0.2,5.8,3.5
PA,Hostetter,97.2,0.4,0.0,1.4,0.5
PA,Houserville,92.9,1.9,0.0,1.8,1.5
PA,Houston borough,91.7,3.4,0.2,0.4,1.2
PA,Houtzdale borough,99.2,0.0,0.0,0.0,0.1
PA,Howard borough,97.5,0.4,0.0,0.3,1.4
PA,Hublersburg,99.0,1.0,0.0,0.0,0.0
PA,Hudson,98.0,0.8,0.1,0.3,0.7
PA,Hughestown borough,98.4,0.1,0.6,0.1,1.8
PA,Hughesville borough,97.6,0.5,0.2,0.4,0.9
PA,Hulmeville borough,93.8,0.7,0.0,3.0,1.0
PA,Hummelstown borough,94.6,1.1,0.2,1.4,3.0
PA,Hummels Wharf,96.1,1.3,0.1,1.1,2.7
PA,Hunker borough,96.6,0.0,0.0,0.7,1.0
PA,Hunterstown,90.3,1.5,0.2,0.4,13.0
PA,Huntingdon borough,94.6,1.9,0.1,1.5,1.5
PA,Hyde,98.1,0.6,0.1,0.1,0.6
PA,Hyde Park,81.0,3.4,0.2,0.9,23.2
PA,Hyde Park borough,99.0,0.2,0.0,0.0,0.6
PA,Hydetown borough,98.7,0.0,0.2,0.8,1.0
PA,Hyndman borough,98.6,0.3,0.4,0.0,0.8
PA,Idaville,96.6,2.3,0.0,0.6,2.3
PA,Imperial,95.6,2.1,0.2,0.8,0.9
PA,Indiana borough,88.9,6.6,0.1,2.3,2.0
PA,Indian Lake borough,98.2,0.8,0.0,0.3,1.0
PA,Indian Mountain Lake,77.6,14.2,0.3,1.8,14.1
PA,Industry borough,96.7,1.5,0.1,0.5,1.4
PA,Ingram borough,91.7,5.7,0.2,0.7,1.1
PA,Inkerman,98.0,0.8,0.0,0.5,1.2
PA,Intercourse,97.7,0.4,0.0,1.2,1.6
PA,Iola,97.2,0.0,0.0,0.7,4.9
PA,Irvona borough,98.6,0.0,0.0,0.2,0.2
PA,Irwin borough,96.5,1.2,0.0,0.9,1.0
PA,Ivyland borough,88.3,0.4,0.0,7.8,2.4
PA,Jackson Center borough,100.0,0.0,0.0,0.0,0.0
PA,Jacksonville,98.9,0.0,0.0,0.0,0.0
PA,Jacksonville,98.0,0.6,0.2,0.3,0.2
PA,Jacksonwald,94.0,2.8,0.1,1.0,2.4
PA,Jacobus borough,91.3,5.1,0.1,1.4,3.5
PA,James City,99.7,0.0,0.0,0.0,0.0
PA,Jamestown borough,99.2,0.0,0.0,0.3,0.2
PA,Jamison City,99.3,0.0,0.7,0.0,0.0
PA,Jeannette,88.5,6.9,0.2,0.2,0.9
PA,Jeddo borough,100.0,0.0,0.0,0.0,3.1
PA,Jefferson borough (Greene County),99.3,0.0,0.0,0.0,0.4
PA,Jefferson borough (York County),98.2,0.8,0.1,0.0,0.4
PA,Jefferson Hills borough,95.9,1.8,0.1,1.3,0.9
PA,Jenkintown borough,90.2,5.7,0.0,2.0,3.0
PA,Jennerstown borough,98.7,0.1,0.0,0.0,0.4
PA,Jermyn borough,96.8,1.1,0.3,0.4,2.1
PA,Jerome,98.0,0.0,0.0,0.3,0.8
PA,Jersey Shore borough,97.9,0.8,0.1,0.2,0.6
PA,Jerseytown,97.8,0.0,1.1,0.5,0.5
PA,Jessup borough,96.9,0.8,0.2,0.4,1.9
PA,Jim Thorpe borough,96.9,0.4,0.0,0.6,2.5
PA,Joffre,96.5,0.2,0.0,0.9,0.4
PA,Johnsonburg borough,98.1,0.1,0.2,0.3,1.5
PA,Johnstown,80.0,14.6,0.2,0.2,3.1
PA,Jonestown,100.0,0.0,0.0,0.0,0.0
PA,Jonestown borough,93.2,1.9,0.0,1.1,5.6
PA,Julian,99.3,0.0,0.7,0.0,0.0
PA,Juniata Terrace borough,98.0,0.0,0.4,0.2,1.5
PA,Kane borough,98.0,0.3,0.1,0.5,0.7
PA,Kapp Heights,93.6,2.8,0.2,0.7,1.9
PA,Karns City borough,100.0,0.0,0.0,0.0,0.0
PA,Kelayres,96.8,0.2,0.0,0.6,4.9
PA,Kempton,96.4,0.6,0.0,0.0,3.0
PA,Kenhorst borough,89.0,4.3,0.0,1.4,9.6
PA,Kenilworth,93.6,2.8,0.3,1.3,2.5
PA,Kenmar,90.4,5.1,0.1,1.3,1.8
PA,Kennerdell,98.0,0.0,0.0,0.8,0.0
PA,Kennett Square borough,65.7,7.2,0.4,0.8,48.8
PA,Kerrtown,93.1,1.6,0.0,2.0,2.0
PA,Kersey,99.5,0.0,0.2,0.0,0.5
PA,King of Prussia,71.8,5.7,0.3,18.6,4.2
PA,Kingston borough,91.8,3.2,0.1,2.4,3.2
PA,Kirkwood,98.2,0.0,0.3,0.0,4.3
PA,Kiskimere,87.5,11.0,0.0,0.0,0.0
PA,Kistler borough,94.1,2.2,0.6,0.3,4.1
PA,Kittanning borough,97.0,0.9,0.1,0.4,0.9
PA,Klingerstown,98.4,0.0,0.0,0.0,0.0
PA,Knox borough,98.2,0.4,0.1,0.7,0.5
PA,Knoxville borough,98.7,0.0,0.0,0.2,0.0
PA,Koppel borough,96.1,2.1,0.0,0.3,1.7
PA,Kratzerville,98.7,0.3,0.0,0.0,0.3
PA,Kreamer,98.3,0.7,0.2,0.0,0.0
PA,Kulpmont borough,97.5,0.4,0.0,0.5,1.4
PA,Kulpsville,84.9,4.6,0.1,8.0,2.3
PA,Kutztown borough,95.8,1.4,0.0,1.0,2.6
PA,Kutztown University,88.2,7.3,0.4,0.5,4.5
PA,Kylertown,99.7,0.3,0.0,0.0,0.0
PA,Laceyville borough,94.5,0.5,0.0,0.0,7.9
PA,Laflin borough,94.8,0.0,0.0,5.0,0.5
PA,Lake Arthur Estates,98.3,0.0,0.5,0.0,1.0
PA,Lake City borough,97.0,0.9,0.2,0.2,1.3
PA,Lake Heritage,96.0,0.9,0.5,1.2,2.6
PA,Lake Latonka,98.9,0.2,0.1,0.2,0.5
PA,Lake Meade,98.3,0.2,0.1,0.4,1.8
PA,Lakemont,97.9,0.8,0.1,0.9,0.5
PA,Lake Winola,97.7,0.7,0.3,0.1,2.3
PA,Lake Wynonah,97.3,0.9,0.0,0.5,1.9
PA,Lamar,98.4,0.0,0.2,0.2,0.5
PA,Lampeter,92.9,1.5,0.1,1.4,5.9
PA,Lancaster,55.2,16.3,0.7,3.0,39.3
PA,Landingville borough,98.1,0.0,0.6,0.0,1.3
PA,Landisburg borough,92.7,0.9,0.5,0.0,6.0
PA,Landisville,93.7,1.5,0.2,2.1,4.4
PA,Lanesboro borough,96.4,0.4,0.4,0.4,0.0
PA,Langeloth,98.3,0.6,0.0,0.3,4.5
PA,Langhorne borough,87.7,8.0,0.1,1.5,2.3
PA,Langhorne Manor borough,92.1,4.1,0.2,1.5,3.3
PA,Lansdale borough,75.9,5.9,0.2,13.3,5.0
PA,Lansdowne borough,47.1,44.6,0.2,3.6,3.3
PA,Lansford borough,94.7,1.0,0.2,0.3,4.3
PA,Laporte borough,98.1,0.6,0.9,0.3,0.9
PA,Larksville borough,96.9,0.8,0.1,0.6,1.7
PA,Latrobe,97.5,0.8,0.1,0.6,0.7
PA,Lattimer,96.2,2.0,0.0,0.2,1.6
PA,Laureldale borough,86.8,2.5,0.4,0.9,16.1
PA,Laurel Mountain borough,99.4,0.0,0.0,0.6,0.6
PA,Laurel Run borough,99.0,0.2,0.0,0.4,0.8
PA,Laurelton,99.1,0.0,0.0,0.9,0.0
PA,Laurys Station,95.3,1.4,0.2,1.3,4.3
PA,Lavelle,98.9,0.0,0.1,0.1,0.7
PA,Lawnton,69.9,18.8,0.3,4.3,7.0
PA,Lawrence,89.6,6.1,0.6,0.9,0.4
PA,Lawrence Park,96.1,1.9,0.2,0.2,1.9
PA,Lawrenceville borough,98.1,0.5,0.7,0.0,1.0
PA,Lawson Heights,98.1,0.2,0.0,1.0,0.5
PA,Leola,89.8,1.6,0.2,4.8,7.5
PA,Lebanon,74.1,5.9,0.5,1.1,32.1
