state,City,share_white,share_black,share_native_american,share_asian,share_hispanic
AL,Sims Chapel,71.2,0.0,24.8,0.7,2.0
AL,Sipsey,64.1,33.2,0.0,0.5,0.9
AL,Skyline,95.3,0.0,2.1,0.0,2.1
AL,Slocomb,72.2,22.6,0.8,0.1,4.7
AL,Smiths Station,80.3,15.9,0.7,0.5,2.8
AL,Smoke Rise,98.0,0.5,0.5,0.1,0.7
AL,Snead,96.8,0.1,0.5,0.1,1.8
AL,Somerville,94.1,3.3,1.1,0.0,0.1
AL,Southside,96.5,1.5,0.2,0.7,1.3
AL,South Vinemont,83.2,0.1,1.2,2.0,23.6
AL,Spanish Fort,91.0,4.8,0.6,1.4,2.4
AL,Spring Garden,96.2,2.1,0.0,0.0,0.0
AL,Springville,93.6,4.7,0.3,0.4,0.7
AL,Spruce Pine,97.3,0.0,0.0,0.0,5.9
AL,Standing Rock,98.2,0.6,0.0,0.0,1.2
AL,Steele,94.6,0.4,0.4,0.0,5.1
AL,Sterrett,94.7,3.9,0.0,0.0,0.7
AL,Stevenson,73.8,17.4,1.1,0.4,3.9
AL,Stewartville,95.0,3.5,0.7,0.0,0.4
AL,Sulligent,78.3,19.3,0.1,0.0,0.8
AL,Sumiton,93.2,4.0,0.4,0.2,0.8
AL,Summerdale,86.4,5.8,1.4,0.1,5.1
AL,Susan Moore,89.5,0.0,0.5,0.4,9.6
AL,Sweet Water,91.1,7.8,0.0,0.0,1.2
AL,Sylacauga,66.6,30.2,0.4,0.5,2.3
AL,Sylvania,86.7,0.2,0.8,0.2,11.2
AL,Sylvan Springs,97.3,1.4,0.5,0.0,0.5
AL,Talladega,47.7,48.7,0.3,0.5,3.4
AL,Talladega Springs,89.8,7.8,0.0,0.0,0.0
AL,Tallassee,72.4,23.4,0.4,0.6,3.0
AL,Tarrant,39.0,52.3,0.8,0.3,9.0
AL,Taylor,87.5,7.2,0.8,0.1,5.2
AL,Theodore,79.7,13.3,1.1,2.4,3.2
AL,Thomaston,44.1,53.2,1.4,0.5,0.2
AL,Thomasville,46.8,51.3,0.2,0.7,1.3
AL,Thorsby,89.7,5.7,0.1,0.6,5.7
AL,Tibbie,87.8,0.0,7.3,0.0,4.9
AL,Tidmore Bend,93.4,4.2,0.7,0.2,1.0
AL,Tillmans Corner,82.2,11.4,0.6,2.1,3.8
AL,Town Creek,52.4,36.0,2.1,0.1,6.5
AL,Toxey,68.6,31.4,0.0,0.0,1.5
AL,Trafford,92.7,6.2,0.2,0.0,0.9
AL,Triana,21.4,74.4,0.4,0.0,3.8
AL,Trinity,88.6,6.7,1.1,0.2,3.3
AL,Troy,55.0,39.0,0.4,3.4,2.0
AL,Trussville,90.3,6.6,0.2,1.6,1.3
AL,Tuscaloosa,53.8,41.5,0.2,1.8,3.0
AL,Tuscumbia,75.9,21.2,0.4,0.3,1.4
AL,Tuskegee,1.9,95.8,0.1,0.5,1.3
AL,Twin,98.0,0.0,0.0,0.0,2.8
AL,Underwood-Petersville,91.3,6.2,0.2,0.6,1.0
AL,Union,3.4,95.4,0.8,0.0,0.4
AL,Union Grove,93.5,0.0,0.0,0.0,6.5
AL,Union Springs,12.9,71.8,0.2,0.4,17.0
AL,Uniontown,9.1,90.6,0.0,0.0,0.5
AL,Uriah,70.1,20.7,4.1,0.3,2.0
AL,Valley,64.0,33.0,0.1,1.2,1.7
AL,Valley Grande,75.2,23.0,0.4,0.4,0.5
AL,Valley Head,91.9,1.8,0.9,0.2,3.0
AL,Vance,88.8,7.2,0.4,0.6,5.6
AL,Vandiver,97.9,0.7,0.2,0.1,1.4
AL,Vernon,79.4,18.1,0.3,0.0,1.7
AL,Vestavia Hills,90.4,3.8,0.2,3.8,2.5
AL,Vina,94.7,1.1,0.3,0.6,2.2
AL,Vincent,78.7,19.8,0.4,0.1,0.7
AL,Vinegar Bend,15.1,79.2,2.6,0.5,0.0
AL,Vredenburgh,6.7,92.9,0.3,0.0,1.3
AL,Wadley,57.9,36.2,0.1,0.0,4.4
AL,Waldo,63.3,36.0,0.0,0.0,0.0
AL,Walnut Grove,96.6,0.0,0.6,0.1,1.6
AL,Warrior,83.1,14.2,0.2,0.4,0.8
AL,Waterloo,99.0,0.5,0.5,0.0,0.0
AL,Waverly,87.6,11.7,0.0,0.0,2.8
AL,Weaver,81.4,13.6,0.7,1.1,3.0
AL,Webb,74.8,18.7,0.7,0.3,6.2
AL,Wedowee,68.4,30.9,0.4,0.1,1.3
AL,Weogufka,99.3,0.0,0.0,0.4,1.1
AL,West Blocton,85.6,13.2,0.4,0.1,0.1
AL,West End-Cobb Town,76.1,20.9,0.5,0.2,1.6
AL,West Jefferson,96.7,1.2,0.0,0.0,0.3
AL,Westover,93.6,2.5,0.9,0.5,2.3
AL,West Point,95.6,0.0,0.7,0.5,6.0
AL,Wetumpka,67.9,26.1,0.6,1.1,3.8
AL,Whatley,72.0,26.7,0.0,0.7,2.0
AL,White Hall,2.4,95.6,0.2,0.0,0.9
AL,White Plains,96.7,1.7,0.4,0.2,1.4
AL,Whitesboro,96.7,0.7,0.7,0.3,1.1
AL,Wilsonville,89.6,7.2,0.4,0.1,2.6
AL,Wilton,71.5,22.7,0.0,0.1,4.7
AL,Winfield,92.9,4.5,0.3,0.3,2.0
AL,Woodland,92.9,2.2,0.0,0.0,3.8
AL,Woodstock,94.3,3.4,0.1,0.1,2.1
AL,Woodville,94.0,0.5,2.0,0.3,2.3
AL,Yellow Bluff,0.5,99.5,0.0,0.0,0.0
AL,York,13.6,85.6,0.2,0.0,1.0
AK,Adak,19.6,4.0,5.5,52.5,8.9
AK,Akhiok,8.5,1.4,50.7,1.4,11.3
AK,Akiachak,3.5,0.2,95.1,0.2,0.2
AK,Akiak,5.2,0.0,92.8,0.0,0.3
AK,Akutan,23.3,17.9,5.5,43.3,20.8
AK,Alakanuk,2.1,0.0,95.0,0.4,0.0
AK,Alatna,2.7,0.0,97.3,0.0,0.0
AK,Alcan Border,90.9,0.0,0.0,0.0,9.1
AK,Aleknagik,15.1,0.0,75.8,0.0,0.0
AK,Aleneva,100.0,0.0,0.0,0.0,0.0
AK,Allakaket,1.0,0.0,95.2,0.0,0.0
AK,Ambler,11.2,0.4,84.5,0.0,0.0
AK,Anaktuvuk Pass,7.1,0.3,83.3,0.0,2.2
AK,Anchorage municipality,66.0,5.6,7.9,8.1,7.6
AK,Anchor Point,90.2,0.3,3.8,0.9,2.2
AK,Anderson,87.8,1.6,2.8,0.8,3.7
AK,Angoon,10.5,0.9,75.8,0.0,7.8
AK,Aniak,20.4,0.2,69.5,0.0,1.2
AK,Anvik,3.5,0.0,92.9,0.0,0.0
AK,Arctic Village,4.6,0.0,88.8,0.0,0.0
AK,Atka,4.9,0.0,95.1,0.0,0.0
AK,Atmautluak,1.4,0.7,97.8,0.0,0.0
AK,Atqasuk,6.9,0.0,92.3,0.0,0.0
AK,Attu Station,90.5,0.0,4.8,0.0,19.0
AK,Badger,83.8,2.7,4.9,1.7,4.5
AK,Barrow,16.9,1.0,61.2,9.1,3.1
AK,Bear Creek,80.9,0.6,10.7,1.6,1.8
AK,Beaver,1.2,0.0,97.6,0.0,4.8
AK,Beluga,90.0,0.0,10.0,0.0,0.0
AK,Bethel,23.3,0.9,65.0,2.5,2.2
AK,Bettles,75.0,8.3,0.0,0.0,0.0
AK,Big Delta,92.6,0.2,2.4,0.3,1.5
AK,Big Lake,86.1,0.2,7.0,0.5,3.1
AK,Birch Creek,0.0,0.0,100.0,0.0,0.0
AK,Brevig Mission,4.6,0.5,91.5,0.0,0.5
AK,Buckland,2.6,0.0,95.4,0.0,0.0
AK,Buffalo Soapstone,84.1,1.6,3.3,0.5,3.2
AK,Butte,90.4,0.3,4.3,0.6,3.1
AK,Cantwell,77.2,0.5,15.5,0.0,1.4
AK,Central,92.7,0.0,4.2,0.0,1.0
AK,Chalkyitsik,14.5,0.0,85.5,0.0,0.0
AK,Chase,100.0,0.0,0.0,0.0,0.0
AK,Chefornak,3.3,0.2,95.7,0.0,0.0
AK,Chena Ridge,83.8,1.3,6.2,1.8,3.2
AK,Chenega,39.5,0.0,52.6,0.0,2.6
AK,Chevak,2.3,0.0,94.9,0.3,0.1
AK,Chickaloon,86.4,0.0,6.3,0.7,1.5
AK,Chicken,100.0,0.0,0.0,0.0,14.3
AK,Chignik,34.1,0.0,57.1,3.3,1.1
AK,Chignik Lagoon,20.5,0.0,62.8,1.3,3.8
AK,Chignik Lake,2.7,0.0,94.5,0.0,0.0
AK,Chiniak,91.5,0.0,4.3,0.0,0.0
AK,Chisana,45.65,0.5673295454545456,45.86477272727271,1.3883522727272737,2.1491477272727284
AK,Chistochina,36.6,0.0,53.8,0.0,0.0
AK,Chitina,64.3,0.0,19.8,0.0,2.4
AK,Chuathbaluk,3.4,1.7,88.1,0.0,2.5
AK,Circle,9.6,0.0,84.6,0.0,1.9
AK,Clam Gulch,85.2,0.0,5.7,0.0,0.6
AK,Clark's Point,11.3,0.0,88.7,0.0,0.0
AK,Coffman Cove,94.3,0.0,4.0,0.0,1.1
AK,Cohoe,89.5,0.4,4.5,0.4,2.2
AK,Cold Bay,74.1,1.9,12.0,1.9,4.6
AK,Coldfoot,90.0,0.0,10.0,0.0,0.0
AK,College,73.1,3.2,9.5,4.6,5.3
AK,Cooper Landing,95.5,0.0,1.4,0.7,0.0
AK,Copper Center,45.7,0.0,48.5,0.3,3.0
AK,Cordova,70.3,0.4,8.8,10.9,4.2
AK,Covenant Life,91.9,0.0,5.8,1.2,0.0
AK,Craig,65.0,0.3,20.0,0.7,3.2
AK,Crooked Creek,7.6,0.0,83.8,0.0,0.0
AK,Crown Point,83.8,4.1,4.1,4.1,5.4
AK,Deering,9.0,0.0,86.9,0.0,0.0
AK,Delta Junction,88.1,1.8,3.2,1.1,4.7
AK,Deltana,92.1,0.9,2.5,0.9,2.4
AK,Diamond Ridge,91.7,0.2,3.1,1.3,2.1
AK,Dillingham,30.7,0.4,55.9,1.3,2.9
AK,Diomede,4.3,0.0,92.2,0.0,0.0
AK,Dot Lake,69.2,0.0,23.1,0.0,0.0
AK,Dot Lake Village,8.1,0.0,82.3,0.0,0.0
AK,Dry Creek,100.0,0.0,0.0,0.0,4.3
AK,Eagle,90.7,0.0,8.1,0.0,0.0
AK,Eagle Village,55.2,1.5,38.8,1.5,0.0
AK,Edna Bay,97.6,2.4,0.0,0.0,0.0
AK,Eek,2.4,0.0,97.6,0.0,1.0
AK,Egegik,47.7,0.0,39.4,0.0,1.8
AK,Eielson AFB,80.3,7.8,0.9,2.6,7.9
AK,Ekwok,5.2,0.0,90.4,0.0,2.6
AK,Elfin Cove,70.0,0.0,5.0,0.0,0.0
AK,Elim,7.3,0.0,89.7,0.3,0.3
AK,Emmonak,3.1,0.0,96.3,0.1,0.1
AK,Ester,84.6,2.1,6.7,1.2,3.3
AK,Eureka Roadhouse,75.9,0.0,6.9,3.4,6.9
AK,Evansville,46.7,0.0,53.3,0.0,0.0
AK,Excursion Inlet,75.0,0.0,0.0,0.0,8.3
AK,Fairbanks,66.1,9.0,10.0,3.6,9.0
AK,False Pass,20.0,0.0,77.1,2.9,0.0
AK,Farmers Loop,84.0,0.8,6.3,1.8,2.9
AK,Farm Loop,88.8,0.8,4.2,0.9,1.9
AK,Ferry,97.0,0.0,0.0,0.0,0.0
AK,Fishhook,87.5,0.6,3.6,1.2,2.8
AK,Flat,45.65,0.5673295454545456,45.86477272727271,1.3883522727272737,2.1491477272727284
AK,Fort Greely,78.3,4.3,1.9,1.5,13.2
AK,Fort Yukon,7.7,0.5,89.2,0.2,0.3
AK,Four Mile Road,53.5,0.0,30.2,2.3,0.0
AK,Fox,82.0,0.5,7.4,0.7,5.3
AK,Fox River,98.8,0.0,0.0,1.2,0.0
AK,Fritz Creek,89.9,0.5,2.9,0.8,2.6
AK,Funny River,91.0,0.1,4.6,0.2,1.1
AK,Gakona,79.4,0.0,19.7,0.0,0.9
AK,Galena,29.4,0.0,63.6,0.6,2.3
AK,Gambell,3.8,0.0,95.6,0.1,0.4
AK,Game Creek,100.0,0.0,0.0,0.0,0.0
AK,Gateway,85.3,1.0,4.2,1.8,3.7
AK,Glacier View,94.0,0.0,0.9,0.4,3.0
AK,Glennallen,77.4,0.4,7.7,0.6,1.4
AK,Goldstream,89.0,0.6,3.4,0.7,2.5
AK,Golovin,4.5,0.0,92.9,0.0,0.6
AK,Goodnews Bay,4.5,0.0,94.7,0.0,0.4
AK,Grayling,6.7,0.0,87.1,0.0,0.0
AK,Gulkana,23.5,0.0,76.5,0.0,4.2
AK,Gustavus,91.4,0.0,2.7,1.1,1.6
AK,Haines,81.1,0.6,11.2,0.5,1.7
AK,Halibut Cove,86.8,0.0,6.6,0.0,1.3
AK,Happy Valley,87.5,0.2,5.9,0.3,2.0
AK,Harding-Birch Lakes,93.3,0.3,3.3,0.0,2.7
AK,Healy,91.5,0.4,2.1,1.6,2.1
AK,Healy Lake,15.4,0.0,84.6,0.0,0.0
AK,Hobart Bay,0.0,0.0,100.0,0.0,0.0
AK,Hollis,89.3,0.0,4.5,0.9,0.9
AK,Holy Cross,4.5,0.0,91.6,0.0,0.0
AK,Homer,89.3,0.4,4.1,1.0,2.1
AK,Hoonah,32.6,0.4,52.5,0.5,3.0
AK,Hooper Bay,1.9,0.0,94.6,0.0,0.0
AK,Hope,88.0,0.0,4.2,0.5,3.1
AK,Houston,82.2,0.4,6.7,0.6,3.3
AK,Hughes,1.3,2.6,96.1,0.0,0.0
AK,Huslia,6.5,0.0,92.4,0.0,0.0
AK,Hydaburg,11.4,0.5,77.1,0.0,3.2
AK,Hyder,90.8,0.0,1.1,0.0,2.3
AK,Igiugig,28.0,0.0,40.0,0.0,12.0
AK,Iliamna,33.0,0.0,54.1,0.0,3.7
AK,Ivanof Bay,0.0,0.0,100.0,0.0,0.0
AK,Juneau,69.7,0.9,11.8,6.1,5.1
AK,Kachemak,91.7,0.0,4.0,1.3,2.1
AK,Kake,17.1,0.2,69.1,0.0,1.8
AK,Kaktovik,10.0,0.0,88.7,0.0,0.0
AK,Kalifornsky,87.2,0.4,5.0,0.9,3.5
AK,Kaltag,5.8,0.0,91.6,0.0,0.0
AK,Karluk,5.4,0.0,94.6,0.0,0.0
AK,Kasaan,53.1,0.0,34.7,2.0,0.0
AK,Kasigluk,3.3,0.0,94.7,0.0,0.2
AK,Kasilof,87.8,0.2,4.2,0.5,2.4
AK,Kenai,79.9,0.7,8.9,1.5,4.5
AK,Kenny Lake,83.4,0.3,8.2,0.3,3.4
AK,Ketchikan,60.7,0.8,16.7,10.8,4.4
AK,Kiana,6.6,0.3,90.3,0.0,0.3
AK,King Cove,16.2,1.0,38.4,36.5,11.2
AK,King Salmon,61.2,0.0,27.8,1.3,2.7
AK,Kipnuk,2.0,0.0,97.7,0.0,0.0
AK,Kivalina,2.1,0.0,96.3,0.0,0.0
AK,Klawock,38.4,0.3,48.3,0.5,2.8
AK,Klukwan,8.4,0.0,80.0,1.1,2.1
AK,Knik-Fairview,84.3,1.0,5.3,1.4,4.1
AK,Knik River,88.4,1.3,3.8,1.2,3.1
AK,Kobuk,8.6,0.0,90.1,0.7,2.6
AK,Kodiak,40.3,0.5,9.9,37.4,9.4
AK,Kodiak Station,85.9,2.6,0.8,1.3,9.8
AK,Kokhanok,9.4,0.0,80.0,0.0,1.8
AK,Koliganek,3.3,0.0,95.7,0.0,0.0
AK,Kongiganak,2.1,0.0,95.7,0.0,1.8
AK,Kotlik,1.9,0.0,97.2,0.3,0.2
AK,Kotzebue,16.0,0.9,73.6,1.2,1.3
AK,Koyuk,3.6,0.0,88.9,0.3,0.0
AK,Koyukuk,1.0,0.0,96.9,0.0,0.0
AK,Kupreanof,88.9,0.0,0.0,7.4,0.0
AK,Kwethluk,2.2,0.0,94.2,0.1,0.0
AK,Kwigillingok,3.4,0.0,95.0,0.0,0.0
AK,Lake Louise,97.8,0.0,2.2,0.0,4.3
AK,Lake Minchumina,61.5,0.0,15.4,0.0,0.0
AK,Lakes,85.0,0.9,5.2,0.9,4.2
AK,Larsen Bay,24.1,0.0,71.3,0.0,0.0
AK,Lazy Mountain,89.9,0.3,3.4,0.8,3.2
AK,Levelock,10.1,0.0,84.1,0.0,0.0
AK,Lime Village,3.4,0.0,93.1,0.0,0.0
AK,Livengood,69.2,0.0,23.1,0.0,0.0
AK,Loring,25.0,0.0,25.0,0.0,0.0
AK,Lowell Point,96.3,0.0,3.8,0.0,0.0
AK,Lower Kalskag,2.5,0.4,92.2,0.0,0.0
AK,Lutak,91.8,0.0,2.0,0.0,0.0
AK,McCarthy,96.4,0.0,0.0,0.0,0.0
AK,McGrath,41.6,0.0,36.7,0.6,2.6
AK,McKinley Park,94.1,0.0,0.0,0.5,3.2
AK,Manley Hot Springs,70.8,0.0,13.5,0.0,6.7
AK,Manokotak,3.6,0.0,95.7,0.0,0.2
AK,Marshall,2.7,0.0,94.7,0.2,0.2
AK,Meadow Lakes,85.2,0.7,5.8,1.0,3.4
AK,Mekoryuk,3.1,0.0,93.2,0.0,0.0
AK,Mendeltna,87.2,0.0,0.0,0.0,5.1
AK,Mentasta Lake,23.2,0.0,75.9,0.0,0.0
AK,Mertarvik,45.65,0.5673295454545456,45.86477272727271,1.3883522727272737,2.1491477272727284
AK,Metlakatla,10.0,0.4,82.7,0.1,1.9
AK,Minto,4.3,0.0,90.5,0.0,0.5
AK,Moose Creek,78.0,5.1,5.1,2.9,4.8
AK,Moose Pass,94.1,1.4,1.4,0.5,2.3
AK,Mosquito Lake,84.5,0.0,4.2,0.6,3.6
AK,Mountain Village,4.2,0.0,91.9,0.7,0.4
AK,Mud Bay,93.9,0.0,3.8,0.9,2.4
AK,Nabesna,100.0,0.0,0.0,0.0,0.0
AK,Naknek,44.5,0.0,30.3,0.4,2.6
AK,Nanwalek,10.6,0.0,80.3,0.0,2.0
AK,Napakiak,2.8,0.0,97.2,0.0,0.0
AK,Napaskiak,3.0,0.0,96.5,0.0,0.0
AK,Naukati Bay,87.6,0.0,6.2,0.9,0.0
AK,Nelchina,86.4,0.0,8.5,0.0,0.0
AK,Nelson Lagoon,21.2,0.0,75.0,1.9,1.9
AK,Nenana,56.1,0.3,37.6,0.3,0.5
AK,New Allakaket,0.0,0.0,98.5,0.0,0.0
AK,Newhalen,7.4,0.5,80.0,0.0,2.6
AK,New Stuyahok,3.5,0.0,93.5,0.0,1.2
AK,Newtok,2.8,0.0,96.0,0.3,0.3
AK,Nightmute,5.0,0.0,94.6,0.0,2.5
AK,Nikiski,85.6,0.1,7.7,1.1,2.6
AK,Nikolaevsk,92.5,0.0,3.5,0.3,4.4
AK,Nikolai,7.4,0.0,80.9,0.0,0.0
AK,Nikolski,5.6,0.0,94.4,0.0,0.0
AK,Ninilchik,78.1,0.2,15.4,0.3,2.6
AK,Noatak,2.5,0.4,94.7,0.0,0.0
AK,Nome,30.4,0.5,54.8,2.2,2.4
AK,Nondalton,15.9,0.0,63.4,0.0,0.0
AK,Noorvik,3.7,0.4,88.3,0.0,0.1
AK,North Pole,79.6,5.4,3.4,4.0,6.1
AK,Northway,11.3,0.0,78.9,1.4,0.0
AK,Northway Junction,22.2,0.0,66.7,0.0,1.9
AK,Northway Village,2.0,0.0,77.6,0.0,0.0
AK,Nuiqsut,10.0,0.2,87.1,0.0,0.0
AK,Nulato,4.9,0.0,94.3,0.0,0.8
AK,Nunam Iqua,5.9,0.0,91.4,1.1,0.0
AK,Nunapitchuk,2.4,0.0,95.8,0.0,0.0
AK,Old Harbor,11.0,0.0,87.6,0.0,1.4
AK,Oscarville,2.9,0.0,91.4,1.4,0.0
AK,Ouzinkie,10.6,0.0,79.5,0.6,1.9
AK,Palmer,79.1,1.8,9.2,1.1,4.6
AK,Paxson,92.5,5.0,0.0,0.0,0.0
AK,Pedro Bay,28.6,0.0,66.7,0.0,0.0
AK,Pelican,59.1,0.0,34.1,0.0,1.1
AK,Perryville,2.7,0.0,95.6,0.0,2.7
AK,Petersburg,80.0,0.4,7.0,3.2,3.7
AK,Petersville,75.0,0.0,0.0,0.0,0.0
AK,Pilot Point,16.2,0.0,66.2,0.0,0.0
AK,Pilot Station,1.8,0.0,98.1,0.0,0.0
AK,Pitkas Point,1.8,0.0,97.2,0.0,0.0
AK,Platinum,4.9,0.0,88.5,1.6,4.9
AK,Pleasant Valley,89.7,0.6,3.7,0.6,1.7
AK,Point Baker,73.3,0.0,0.0,0.0,6.7
AK,Point Hope,5.8,0.4,89.5,0.0,1.9
AK,Point Lay,10.6,0.0,88.4,0.0,0.5
AK,Point MacKenzie,67.7,4.5,23.3,0.6,3.2
AK,Point Possession,100.0,0.0,0.0,0.0,0.0
AK,Pope-Vannoy Landing,50.0,0.0,33.3,0.0,0.0
AK,Portage Creek,50.0,0.0,50.0,0.0,0.0
AK,Port Alexander,90.4,0.0,3.8,3.8,1.9
AK,Port Alsworth,67.9,4.4,21.4,0.6,10.1
AK,Port Clarence,95.8,4.2,0.0,0.0,12.5
AK,Port Graham,8.5,1.1,71.2,0.0,0.0
AK,Port Heiden,14.7,0.0,83.3,0.0,0.0
AK,Port Lions,36.1,0.0,58.8,2.6,1.5
AK,Port Protection,72.9,0.0,18.8,0.0,4.2
AK,Primrose,88.5,0.0,5.1,0.0,0.0
AK,Prudhoe Bay,85.2,1.9,7.8,1.6,4.0
AK,Quinhagak,2.2,0.0,93.4,0.0,0.4
AK,Rampart,4.2,0.0,95.8,0.0,0.0
AK,Red Devil,17.4,0.0,43.5,0.0,0.0
AK,Red Dog Mine,41.4,0.0,50.8,0.3,2.6
AK,Ridgeway,88.0,0.1,4.3,0.9,3.5
AK,Ruby,4.8,0.0,88.6,0.6,0.6
AK,Russian Mission,3.2,0.0,95.8,0.0,0.0
AK,St. George,9.8,0.0,88.2,0.0,1.0
AK,St. Mary's,3.7,0.0,91.5,0.0,0.0
AK,St. Michael,5.5,0.0,92.0,0.0,0.7
AK,St. Paul,11.1,0.4,82.3,0.6,3.5
AK,Salamatof,70.7,0.9,17.9,2.1,3.2
AK,Salcha,89.5,0.8,4.3,1.4,3.3
AK,Sand Point,17.0,2.5,39.0,34.7,6.1
AK,Savoonga,4.9,0.0,94.5,0.1,0.0
AK,Saxman,30.4,0.7,50.6,0.5,4.1
AK,Scammon Bay,0.4,0.0,99.4,0.0,0.0
AK,Selawik,4.0,0.1,85.4,0.0,0.0
AK,Seldovia,72.5,1.2,13.7,1.2,3.9
AK,Seldovia Village,58.2,1.2,26.1,0.6,2.4
AK,Seward,68.5,3.1,16.7,2.4,3.6
AK,Shageluk,3.6,0.0,90.4,0.0,0.0
AK,Shaktoolik,3.6,0.0,96.0,0.0,0.0
AK,Shishmaref,3.6,0.0,94.8,0.4,0.2
AK,Shungnak,5.7,0.0,94.3,0.0,0.4
AK,Silver Springs,86.8,0.0,7.9,1.8,0.9
AK,Sitka,65.3,0.5,16.8,6.0,4.9
AK,Skagway,91.0,0.0,3.7,0.5,2.3
AK,Skwentna,100.0,0.0,0.0,0.0,0.0
AK,Slana,83.0,0.7,12.9,0.0,0.0
AK,Sleetmute,23.3,0.0,76.7,0.0,1.2
AK,Soldotna,85.9,0.3,4.3,1.6,3.9
AK,South Naknek,12.7,0.0,82.3,1.3,0.0
AK,South Van Horn,76.2,2.7,6.6,1.8,5.0
AK,Stebbins,4.3,0.2,95.3,0.2,0.0
AK,Steele Creek,87.4,0.8,3.8,0.9,3.2
AK,Sterling,89.8,0.1,4.4,0.8,2.7
AK,Stevens Village,6.4,1.3,84.6,0.0,15.4
AK,Stony River,5.6,0.0,83.3,1.9,0.0
AK,Sunrise,94.4,0.0,0.0,5.6,0.0
AK,Susitna,100.0,0.0,0.0,0.0,0.0
AK,Susitna North,87.5,0.3,5.3,0.7,2.7
AK,Sutton-Alpine,69.8,2.4,16.8,1.8,4.8
AK,Takotna,50.0,0.0,23.1,0.0,5.8
AK,Talkeetna,91.4,0.3,3.7,0.5,1.8
AK,Tanacross,10.3,0.0,80.1,0.0,0.0
AK,Tanaina,85.9,0.8,4.5,1.2,4.5
AK,Tanana,9.8,0.0,86.6,0.4,0.4
AK,Tatitlek,30.7,0.0,60.2,1.1,3.4
AK,Tazlina,55.2,0.0,33.7,0.3,0.7
AK,Teller,3.9,0.0,96.1,0.0,0.0
AK,Tenakee Springs,94.7,0.8,0.8,0.8,1.5
AK,Tetlin,6.3,0.0,89.8,0.0,2.4
AK,Thorne Bay,91.9,0.2,2.1,0.6,1.7
AK,Togiak,5.5,0.2,78.0,0.0,1.8
AK,Tok,77.9,0.6,12.2,0.4,2.5
AK,Toksook Bay,4.4,0.3,92.0,0.2,1.0
AK,Tolsona,96.7,3.3,0.0,0.0,0.0
AK,Tonsina,87.2,0.0,9.0,0.0,0.0
AK,Trapper Creek,86.5,0.4,6.4,1.0,1.0
AK,Tuluksak,4.0,0.3,94.9,0.0,0.0
AK,Tuntutuliak,2.9,0.0,95.8,0.0,0.0
AK,Tununak,4.0,0.0,94.5,0.0,0.0
AK,Twin Hills,2.7,0.0,94.6,0.0,0.0
AK,Two Rivers,85.7,0.1,3.6,1.0,5.0
AK,Tyonek,5.3,0.0,88.3,0.0,5.3
AK,Ugashik,25.0,0.0,58.3,0.0,0.0
AK,Unalakleet,15.0,0.6,77.3,0.6,1.0
AK,Unalaska,39.2,6.9,6.1,32.6,15.2
AK,Upper Kalskag,6.7,0.5,81.4,0.0,0.0
AK,Valdez,81.5,0.6,8.2,1.9,4.7
AK,Venetie,1.8,0.0,91.6,0.6,1.8
AK,Wainwright,8.1,0.0,90.1,0.0,0.4
AK,Wales,6.2,0.0,84.8,0.0,0.0
AK,Wasilla,83.4,1.4,5.2,2.1,4.3
AK,Whale Pass,87.1,0.0,0.0,0.0,3.2
AK,White Mountain,12.1,0.0,81.6,0.0,1.1
AK,Whitestone,93.8,0.0,0.0,2.1,5.2
AK,Whitestone Logging Camp,29.4,0.0,52.9,0.0,5.9
AK,Whittier,69.5,0.5,5.5,7.7,5.0
AK,Willow,90.8,0.0,5.2,0.8,1.3
AK,Willow Creek,81.7,2.1,9.9,1.0,4.7
AK,Wiseman,92.9,0.0,0.0,0.0,0.0
AK,Womens Bay,85.5,0.3,4.7,1.1,1.0
AK,Wrangell,72.6,0.2,16.2,1.4,1.6
AK,Yakutat,42.4,0.3,35.8,4.1,2.6
AZ,Aguila,64.7,1.0,3.6,0.4,69.4
AZ,Ajo,75.1,0.9,9.9,1.1,38.3
AZ,Ak Chin,0.0,0.0,100.0,0.0,3.3
AZ,Ak-Chin Village,2.7,0.6,75.4,0.0,27.5
AZ,Alamo Lake,100.0,0.0,0.0,0.0,0.0
AZ,Ali Chuk,0.6,0.0,96.3,0.0,12.4
AZ,Ali Chukson,0.0,0.0,99.2,0.0,0.8
AZ,Ali Molina,2.8,0.0,97.2,0.0,4.2
AZ,Alpine,95.9,0.0,0.7,0.0,6.2
AZ,Amado,67.1,0.7,3.4,0.7,48.5
AZ,Anegam,0.0,0.0,98.7,0.0,4.6
AZ,Antares,83.3,0.0,4.8,1.6,11.1
AZ,Anthem,89.7,1.9,0.6,2.6,9.2
AZ,Apache Junction,89.5,1.2,1.1,0.8,14.4
AZ,Arivaca,91.5,0.6,1.3,0.6,17.6
AZ,Arivaca Junction,72.0,0.1,2.2,0.0,67.6
AZ,Arizona City,73.7,4.2,3.5,0.5,34.2
AZ,Arizona Village,45.3,0.5,37.0,0.2,25.3
AZ,Arlington,69.1,0.5,1.5,0.0,29.9
AZ,Ash Fork,80.6,0.8,1.5,0.0,42.2
AZ,Avenue B and C,63.9,0.9,2.5,0.3,74.7
AZ,Avondale,58.1,9.3,1.7,3.5,50.3
AZ,Avra Valley,82.6,1.9,2.3,0.3,22.8
AZ,Aztec,38.3,0.0,0.0,0.0,91.5
